uid,info
512,"性别:男,年级:博士,专业:英语,爱好:围棋 天文,标签:高冷 运动达人"
513,"性别:男,年级:大一,专业:法学,爱好:骑行 机械 缝纫,标签:社恐星人 作息规律"
514,"性别:男,年级:研一,专业:新闻,爱好:绘画 天文,标签:段子手 吃货 社恐星人 早睡早起"
515,"性别:女,年级:大二,专业:电气,爱好:跑步,标签:技术大牛 吃货 可爱"
516,"性别:男,年级:研二,专业:新闻,爱好:编程 羽毛球 缝纫 音乐 天文,标签:可爱"
517,"性别:男,年级:大一,专业:计算机,爱好:种植,标签:无标签"
518,"性别:男,年级:大四,专业:法学,爱好:编程 围棋,标签:宅属性 段子手 作息规律 运动达人 温和 社交普通型 吃货"
519,"性别:女,年级:大三,专业:体育,爱好:剪纸 动漫 绘画 围棋,标签:段子手 熬夜的神 镇圈大佬"
520,"性别:女,年级:博士,专业:新闻,爱好:舞蹈 跑步,标签:镇圈大佬 早睡早起"
521,"性别:女,年级:研一,专业:英语,爱好:舞蹈 动漫 剪纸 绘画,标签:温和 运动达人 社交牛逼症 作息规律"
522,"性别:女,年级:研二,专业:生物,爱好:动漫 剪纸 编程 机械 跑步,标签:可爱 技术大牛 作息规律"
523,"性别:女,年级:博士,专业:法学,爱好:天文,标签:温和 熬夜的神 吃货 宅属性"
524,"性别:男,年级:大二,专业:计算机,爱好:天文 编程 音乐,标签:高冷 吃货 社恐星人 宅属性"
525,"性别:女,年级:博士,专业:生物,爱好:天文 围棋 缝纫 绘画,标签:段子手 技术大牛 可爱 社交普通型 吃货"
526,"性别:女,年级:大二,专业:体育,爱好:跑步 剪纸 天文,标签:温和"
527,"性别:女,年级:大四,专业:医学,爱好:足球 天文 跑步 剪纸,标签:无标签"
528,"性别:男,年级:大三,专业:通信,爱好:天文 动漫 羽毛球 跑步 绘画,标签:宅属性 吃货 社交牛逼症"
529,"性别:男,年级:大三,专业:医学,爱好:剪纸 音乐 缝纫 围棋,标签:温和 社恐星人 作息规律"
530,"性别:女,年级:大四,专业:英语,爱好:骑行,标签:宅属性 作息规律"
531,"性别:女,年级:大二,专业:体育,爱好:绘画,标签:熬夜的神"
532,"性别:女,年级:大一,专业:电气,爱好:跑步 种植 足球 骑行,标签:可爱"
533,"性别:男,年级:大二,专业:生物,爱好:围棋 羽毛球 骑行 舞蹈 剪纸,标签:熬夜的神 可爱"
534,"性别:男,年级:大二,专业:法学,爱好:剪纸 舞蹈,标签:高冷 吃货 早睡早起 宅属性"
535,"性别:女,年级:博士,专业:法学,爱好:剪纸,标签:无标签"
536,"性别:男,年级:大二,专业:美术,爱好:骑行,标签:技术大牛 高冷 社交牛逼症 镇圈大佬 吃货"
537,"性别:女,年级:大二,专业:体育,爱好:羽毛球 剪纸 天文 跑步,标签:高冷 熬夜的神 社交牛逼症"
538,"性别:女,年级:大三,专业:生物,爱好:围棋,标签:早睡早起"
539,"性别:男,年级:大三,专业:计算机,爱好:天文 编程 音乐 骑行,标签:高冷 社交牛逼症 早睡早起"
540,"性别:男,年级:大一,专业:美术,爱好:缝纫 种植,标签:高冷 早睡早起"
541,"性别:女,年级:研二,专业:会计,爱好:羽毛球 种植 缝纫,标签:技术大牛 镇圈大佬"
542,"性别:男,年级:研二,专业:通信,爱好:缝纫 剪纸 羽毛球 绘画 天文,标签:宅属性 可爱 运动达人 早睡早起 镇圈大佬"
543,"性别:男,年级:研二,专业:医学,爱好:剪纸,标签:宅属性 可爱 作息规律 社交普通型 吃货"
544,"性别:男,年级:研一,专业:计算机,爱好:缝纫 骑行,标签:社交普通型 熬夜的神"
545,"性别:女,年级:大四,专业:体育,爱好:机械 种植 动漫 跑步 羽毛球,标签:温和 作息规律"
546,"性别:女,年级:大二,专业:英语,爱好:足球,标签:镇圈大佬 社恐星人 运动达人"
547,"性别:男,年级:研二,专业:新闻,爱好:骑行 天文 足球 机械 围棋,标签:温和 社交牛逼症"
548,"性别:男,年级:大二,专业:医学,爱好:围棋,标签:温和 吃货 作息规律"
549,"性别:女,年级:大一,专业:土木,爱好:跑步,标签:温和 吃货 早睡早起"
550,"性别:女,年级:大三,专业:法学,爱好:跑步 编程,标签:社交普通型"
551,"性别:男,年级:研一,专业:医学,爱好:音乐 种植,标签:宅属性 可爱 早睡早起 段子手 吃货"
552,"性别:男,年级:研一,专业:土木,爱好:舞蹈,标签:高冷 早睡早起"
553,"性别:男,年级:大二,专业:法学,爱好:剪纸 绘画,标签:温和 社恐星人 作息规律 宅属性"
554,"性别:女,年级:博士,专业:通信,爱好:缝纫 舞蹈 编程,标签:无标签"
555,"性别:女,年级:大四,专业:体育,爱好:绘画 围棋,标签:运动达人 可爱"
556,"性别:男,年级:研三,专业:计算机,爱好:缝纫 骑行 跑步 编程 天文,标签:社恐星人"
557,"性别:男,年级:博士,专业:体育,爱好:骑行 动漫 剪纸,标签:温和 早睡早起"
558,"性别:男,年级:研二,专业:新闻,爱好:跑步 种植 机械 缝纫 剪纸,标签:技术大牛 社恐星人 早睡早起 段子手 吃货"
559,"性别:女,年级:博士,专业:通信,爱好:缝纫 机械 羽毛球 种植,标签:社交普通型 温和"
560,"性别:男,年级:研三,专业:法学,爱好:绘画 舞蹈 足球 动漫 种植,标签:社交普通型 早睡早起"
561,"性别:男,年级:研一,专业:电气,爱好:剪纸,标签:温和 运动达人"
562,"性别:男,年级:大四,专业:体育,爱好:绘画 编程,标签:高冷 社恐星人 作息规律"
563,"性别:男,年级:大一,专业:电气,爱好:天文 音乐 羽毛球,标签:温和"
564,"性别:男,年级:大四,专业:新闻,爱好:骑行,标签:技术大牛 社恐星人 运动达人 早睡早起"
565,"性别:男,年级:大三,专业:体育,爱好:跑步 围棋 天文 羽毛球,标签:温和 熬夜的神 社恐星人"
566,"性别:男,年级:大四,专业:会计,爱好:剪纸 天文,标签:段子手 镇圈大佬"
567,"性别:男,年级:研二,专业:英语,爱好:种植 舞蹈 围棋,标签:高冷 吃货"
568,"性别:女,年级:大二,专业:电气,爱好:音乐 舞蹈 缝纫 围棋,标签:吃货 可爱"
569,"性别:男,年级:大四,专业:土木,爱好:编程 缝纫 天文 围棋,标签:社交普通型 温和 吃货"
570,"性别:男,年级:大一,专业:新闻,爱好:骑行,标签:宅属性 吃货 运动达人 作息规律"
571,"性别:男,年级:大四,专业:土木,爱好:剪纸 绘画 跑步 种植,标签:技术大牛 运动达人"
572,"性别:女,年级:大二,专业:美术,爱好:动漫 跑步 绘画 编程,标签:宅属性 熬夜的神 吃货"
573,"性别:女,年级:研一,专业:法学,爱好:音乐 足球,标签:宅属性 技术大牛 社恐星人 可爱 段子手 吃货"
574,"性别:男,年级:大一,专业:美术,爱好:天文 羽毛球 剪纸,标签:温和 早睡早起"
575,"性别:男,年级:研一,专业:电气,爱好:足球 天文 音乐 缝纫 剪纸,标签:社交牛逼症"
576,"性别:男,年级:大四,专业:医学,爱好:骑行 舞蹈 天文 剪纸,标签:社交普通型 宅属性 镇圈大佬"
577,"性别:男,年级:研三,专业:医学,爱好:骑行 音乐 跑步 剪纸 缝纫,标签:社交普通型 宅属性 镇圈大佬 早睡早起"
578,"性别:男,年级:研二,专业:通信,爱好:舞蹈 缝纫,标签:高冷 社交牛逼症"
579,"性别:女,年级:大三,专业:体育,爱好:天文 机械 围棋,标签:段子手 技术大牛 作息规律 温和 社交普通型"
580,"性别:女,年级:研一,专业:电气,爱好:舞蹈,标签:社交牛逼症 作息规律"
581,"性别:女,年级:研一,专业:体育,爱好:跑步,标签:社交普通型 熬夜的神 段子手"
582,"性别:男,年级:大三,专业:电气,爱好:足球 舞蹈 音乐,标签:作息规律"
583,"性别:女,年级:大一,专业:会计,爱好:舞蹈 围棋,标签:无标签"
584,"性别:女,年级:大一,专业:电气,爱好:羽毛球 舞蹈,标签:温和 作息规律"
585,"性别:男,年级:大二,专业:计算机,爱好:剪纸 动漫 跑步,标签:温和 熬夜的神"
586,"性别:女,年级:研一,专业:电气,爱好:种植 动漫 舞蹈 跑步 羽毛球,标签:高冷 作息规律"
587,"性别:男,年级:研二,专业:法学,爱好:动漫 舞蹈,标签:段子手 镇圈大佬 作息规律"
588,"性别:男,年级:大二,专业:电气,爱好:天文,标签:可爱 宅属性 吃货 早睡早起"
589,"性别:男,年级:大四,专业:医学,爱好:剪纸 跑步 动漫,标签:温和 技术大牛 运动达人"
590,"性别:男,年级:大一,专业:计算机,爱好:舞蹈 动漫 缝纫 天文,标签:作息规律"
591,"性别:男,年级:研二,专业:英语,爱好:足球 动漫 剪纸,标签:温和"
592,"性别:女,年级:博士,专业:医学,爱好:机械 缝纫,标签:宅属性 可爱"
593,"性别:女,年级:大一,专业:新闻,爱好:足球 机械 动漫 绘画 天文,标签:无标签"
594,"性别:男,年级:大四,专业:电气,爱好:音乐 缝纫,标签:宅属性 技术大牛 作息规律 社交牛逼症 段子手"
595,"性别:女,年级:大一,专业:土木,爱好:绘画 跑步 羽毛球 机械,标签:高冷 作息规律 宅属性"
596,"性别:男,年级:大三,专业:通信,爱好:编程 缝纫,标签:温和 技术大牛"
597,"性别:女,年级:博士,专业:法学,爱好:舞蹈 机械 绘画 骑行 羽毛球,标签:吃货 运动达人 可爱"
598,"性别:女,年级:研二,专业:生物,爱好:足球 剪纸 编程 天文 机械,标签:段子手 技术大牛 社恐星人 作息规律"
599,"性别:女,年级:研三,专业:生物,爱好:编程 缝纫 绘画,标签:高冷"
600,"性别:男,年级:博士,专业:医学,爱好:绘画 骑行,标签:运动达人 社交牛逼症 作息规律"
601,"性别:女,年级:大一,专业:体育,爱好:羽毛球 缝纫 种植 骑行 编程,标签:宅属性 运动达人 温和 社交牛逼症 镇圈大佬 吃货"
602,"性别:女,年级:大一,专业:医学,爱好:跑步 足球 羽毛球 动漫 天文,标签:无标签"
603,"性别:女,年级:大三,专业:生物,爱好:音乐 缝纫 舞蹈 动漫,标签:宅属性 吃货 社恐星人"
604,"性别:男,年级:大三,专业:英语,爱好:足球 动漫 绘画,标签:温和 社交牛逼症"
605,"性别:男,年级:研三,专业:土木,爱好:剪纸 天文,标签:宅属性 可爱 运动达人 早睡早起 吃货"
606,"性别:男,年级:研三,专业:英语,爱好:羽毛球 舞蹈,标签:宅属性 吃货 运动达人 可爱"
607,"性别:女,年级:研三,专业:医学,爱好:机械 骑行,标签:镇圈大佬 吃货"
608,"性别:男,年级:大三,专业:美术,爱好:剪纸 动漫,标签:温和"
609,"性别:女,年级:研一,专业:医学,爱好:舞蹈,标签:镇圈大佬 社恐星人 运动达人"
610,"性别:女,年级:大一,专业:英语,爱好:编程 绘画 音乐 跑步 剪纸,标签:社恐星人"
611,"性别:女,年级:研二,专业:电气,爱好:音乐 羽毛球,标签:社交普通型 可爱"
612,"性别:男,年级:研三,专业:通信,爱好:羽毛球 跑步 骑行,标签:吃货 早睡早起"
613,"性别:男,年级:大三,专业:体育,爱好:种植 缝纫 足球,标签:运动达人 社交牛逼症 早睡早起"
614,"性别:女,年级:研二,专业:计算机,爱好:种植 绘画 音乐 舞蹈,标签:高冷 吃货 作息规律 宅属性"
615,"性别:男,年级:大一,专业:美术,爱好:音乐 剪纸 跑步 动漫,标签:作息规律"
616,"性别:男,年级:博士,专业:英语,爱好:编程 骑行 跑步,标签:宅属性 高冷 早睡早起 社交牛逼症 段子手 镇圈大佬 吃货"
617,"性别:男,年级:大四,专业:计算机,爱好:音乐 剪纸 绘画 天文,标签:宅属性 镇圈大佬"
618,"性别:女,年级:博士,专业:新闻,爱好:围棋 绘画 足球 舞蹈 动漫,标签:宅属性 熬夜的神 吃货"
619,"性别:女,年级:研二,专业:电气,爱好:种植,标签:社恐星人"
620,"性别:男,年级:研二,专业:会计,爱好:天文 舞蹈 骑行 足球,标签:宅属性 熬夜的神 吃货 社交牛逼症"
621,"性别:男,年级:大三,专业:生物,爱好:舞蹈 绘画 羽毛球 种植 足球,标签:无标签"
622,"性别:女,年级:博士,专业:英语,爱好:种植 剪纸 编程 绘画,标签:段子手 高冷 吃货 宅属性"
623,"性别:女,年级:研二,专业:法学,爱好:剪纸 编程 足球,标签:镇圈大佬 吃货 早睡早起"
624,"性别:男,年级:博士,专业:生物,爱好:种植,标签:镇圈大佬 社恐星人 运动达人"
625,"性别:男,年级:研一,专业:体育,爱好:羽毛球 舞蹈 机械 音乐,标签:高冷 熬夜的神 社交牛逼症 运动达人"
626,"性别:男,年级:研一,专业:电气,爱好:种植 绘画 剪纸,标签:宅属性"
627,"性别:男,年级:研三,专业:计算机,爱好:骑行 天文 跑步 缝纫 种植,标签:温和 镇圈大佬 运动达人"
628,"性别:女,年级:大二,专业:土木,爱好:骑行 绘画 编程 足球 音乐,标签:段子手 温和 镇圈大佬"
629,"性别:女,年级:研二,专业:医学,爱好:动漫 骑行,标签:可爱 早睡早起"
630,"性别:女,年级:研三,专业:通信,爱好:天文 羽毛球 骑行,标签:社交普通型 宅属性"
631,"性别:男,年级:大四,专业:会计,爱好:机械 骑行,标签:技术大牛 镇圈大佬 社交牛逼症"
632,"性别:女,年级:博士,专业:会计,爱好:编程 种植 缝纫 天文 跑步,标签:高冷 早睡早起"
633,"性别:男,年级:大二,专业:生物,爱好:围棋 绘画,标签:宅属性 熬夜的神 吃货 可爱"
634,"性别:女,年级:博士,专业:会计,爱好:足球 羽毛球 种植 缝纫 舞蹈,标签:可爱 早睡早起"
635,"性别:女,年级:大二,专业:通信,爱好:骑行 动漫 围棋 舞蹈 绘画,标签:高冷 镇圈大佬"
636,"性别:女,年级:大一,专业:会计,爱好:围棋,标签:宅属性 段子手 作息规律 运动达人 温和 社交普通型 吃货"
637,"性别:女,年级:大二,专业:医学,爱好:足球 音乐 羽毛球,标签:宅属性 技术大牛 段子手 社交普通型 吃货"
638,"性别:男,年级:研三,专业:生物,爱好:缝纫 天文 舞蹈 骑行 绘画,标签:吃货 社恐星人 可爱"
639,"性别:男,年级:大三,专业:会计,爱好:种植 足球,标签:宅属性 吃货 早睡早起"
640,"性别:女,年级:大四,专业:土木,爱好:足球 羽毛球,标签:无标签"
641,"性别:男,年级:研三,专业:通信,爱好:动漫 剪纸 缝纫 音乐 羽毛球,标签:段子手 镇圈大佬"
642,"性别:女,年级:研三,专业:新闻,爱好:机械,标签:社恐星人 可爱"
643,"性别:女,年级:研一,专业:土木,爱好:绘画 围棋 足球,标签:社交普通型 熬夜的神"
644,"性别:男,年级:研二,专业:法学,爱好:跑步,标签:早睡早起"
645,"性别:女,年级:研一,专业:医学,爱好:编程,标签:宅属性 社恐星人 早睡早起 温和 吃货"
646,"性别:男,年级:研三,专业:计算机,爱好:绘画,标签:社交牛逼症"
647,"性别:男,年级:大四,专业:新闻,爱好:剪纸 羽毛球 天文 动漫 足球,标签:吃货 可爱"
648,"性别:男,年级:大三,专业:法学,爱好:编程 绘画 种植 音乐,标签:可爱"
649,"性别:女,年级:大三,专业:法学,爱好:编程 缝纫 羽毛球,标签:温和 熬夜的神 社恐星人"
650,"性别:男,年级:研三,专业:法学,爱好:羽毛球 骑行 剪纸 天文,标签:宅属性 社恐星人"
651,"性别:女,年级:博士,专业:计算机,爱好:编程 骑行 天文 缝纫 音乐,标签:宅属性 吃货 可爱"
652,"性别:男,年级:大三,专业:美术,爱好:跑步 缝纫 围棋 种植 羽毛球,标签:可爱"
653,"性别:男,年级:大三,专业:通信,爱好:跑步 种植 动漫,标签:可爱 早睡早起"
654,"性别:男,年级:研二,专业:生物,爱好:绘画 跑步 动漫 舞蹈 足球,标签:宅属性 熬夜的神 社交牛逼症 段子手 镇圈大佬 吃货"
655,"性别:女,年级:大一,专业:电气,爱好:足球 骑行,标签:无标签"
656,"性别:女,年级:大三,专业:土木,爱好:羽毛球 种植 剪纸,标签:宅属性 社恐星人 温和 熬夜的神 镇圈大佬 吃货"
657,"性别:女,年级:大一,专业:电气,爱好:缝纫 编程 羽毛球 动漫 绘画,标签:社交普通型 镇圈大佬 作息规律"
658,"性别:男,年级:研一,专业:美术,爱好:骑行 种植 剪纸 羽毛球 动漫,标签:温和 宅属性"
659,"性别:男,年级:大三,专业:会计,爱好:种植 绘画 缝纫,标签:段子手 镇圈大佬 早睡早起"
660,"性别:女,年级:大三,专业:通信,爱好:围棋 编程 音乐,标签:可爱"
661,"性别:女,年级:研一,专业:美术,爱好:种植 动漫 围棋,标签:温和 早睡早起"
662,"性别:男,年级:研二,专业:医学,爱好:骑行 机械,标签:温和 吃货 宅属性"
663,"性别:女,年级:大三,专业:新闻,爱好:缝纫 足球 羽毛球 舞蹈 绘画,标签:温和 吃货 社恐星人 技术大牛"
664,"性别:男,年级:大二,专业:英语,爱好:音乐 舞蹈,标签:早睡早起"
665,"性别:男,年级:博士,专业:英语,爱好:骑行 围棋 编程 音乐,标签:温和 社交牛逼症"
666,"性别:女,年级:大三,专业:医学,爱好:围棋 编程 足球 羽毛球 机械,标签:宅属性 吃货"
667,"性别:男,年级:研一,专业:医学,爱好:舞蹈,标签:社交普通型 高冷 段子手 早睡早起"
668,"性别:男,年级:研三,专业:医学,爱好:机械,标签:温和 镇圈大佬 社交牛逼症 早睡早起"
669,"性别:女,年级:研二,专业:电气,爱好:足球 剪纸,标签:段子手 社交牛逼症"
670,"性别:男,年级:研二,专业:新闻,爱好:缝纫 机械,标签:无标签"
671,"性别:女,年级:研二,专业:会计,爱好:足球 围棋 骑行,标签:段子手 镇圈大佬 吃货"
672,"性别:女,年级:大二,专业:生物,爱好:骑行 天文 绘画 种植,标签:高冷 熬夜的神"
673,"性别:男,年级:研三,专业:生物,爱好:围棋 骑行 缝纫,标签:温和 技术大牛 运动达人 早睡早起"
674,"性别:男,年级:大三,专业:美术,爱好:动漫 绘画 缝纫 羽毛球,标签:温和 熬夜的神"
675,"性别:男,年级:大一,专业:会计,爱好:缝纫 羽毛球 种植 天文,标签:镇圈大佬"
676,"性别:女,年级:研三,专业:美术,爱好:缝纫,标签:宅属性 吃货 社恐星人 早睡早起"
677,"性别:男,年级:大四,专业:计算机,爱好:缝纫,标签:社交牛逼症"
678,"性别:女,年级:博士,专业:美术,爱好:编程 绘画 种植,标签:无标签"
679,"性别:男,年级:大二,专业:英语,爱好:天文 足球 机械 音乐,标签:可爱 运动达人 早睡早起"
680,"性别:女,年级:研一,专业:土木,爱好:羽毛球 缝纫,标签:社交牛逼症"
681,"性别:女,年级:博士,专业:法学,爱好:舞蹈 缝纫 编程,标签:宅属性 技术大牛 社恐星人 可爱 早睡早起 段子手"
682,"性别:女,年级:大一,专业:体育,爱好:缝纫 音乐 编程 骑行 舞蹈,标签:段子手 镇圈大佬"
683,"性别:男,年级:大二,专业:电气,爱好:天文 足球 编程 音乐,标签:社交普通型 运动达人 可爱"
684,"性别:女,年级:大二,专业:新闻,爱好:骑行 跑步 音乐 天文 机械,标签:段子手 可爱"
685,"性别:男,年级:大三,专业:生物,爱好:围棋 缝纫,标签:熬夜的神 运动达人"
686,"性别:男,年级:大三,专业:法学,爱好:动漫 跑步 舞蹈 足球,标签:社恐星人"
687,"性别:男,年级:大四,专业:生物,爱好:动漫 足球 围棋 编程 舞蹈,标签:段子手 高冷 技术大牛 作息规律"
688,"性别:男,年级:大一,专业:土木,爱好:骑行 羽毛球 剪纸 动漫 机械,标签:社恐星人 可爱"
689,"性别:男,年级:大一,专业:英语,爱好:动漫 羽毛球 舞蹈,标签:温和"
690,"性别:女,年级:大二,专业:土木,爱好:动漫 跑步 缝纫 羽毛球,标签:高冷 作息规律 宅属性"
691,"性别:女,年级:大三,专业:美术,爱好:足球 种植 骑行,标签:社交普通型 早睡早起"
692,"性别:男,年级:大一,专业:会计,爱好:围棋 跑步 绘画 羽毛球,标签:高冷 社恐星人"
693,"性别:女,年级:博士,专业:生物,爱好:动漫 羽毛球 舞蹈,标签:镇圈大佬 熬夜的神 技术大牛 可爱"
694,"性别:男,年级:研一,专业:计算机,爱好:跑步 羽毛球,标签:社交普通型 高冷"
695,"性别:女,年级:大三,专业:土木,爱好:足球 跑步,标签:高冷"
696,"性别:女,年级:研二,专业:美术,爱好:动漫 种植 剪纸 足球,标签:社交普通型 温和 镇圈大佬 运动达人"
697,"性别:女,年级:博士,专业:电气,爱好:剪纸 动漫 机械 天文 羽毛球,标签:宅属性 可爱 运动达人 早睡早起 吃货"
698,"性别:女,年级:大三,专业:美术,爱好:天文 舞蹈 绘画,标签:技术大牛 作息规律 温和 段子手 吃货"
699,"性别:女,年级:博士,专业:医学,爱好:剪纸,标签:温和 熬夜的神 社恐星人"
700,"性别:女,年级:研三,专业:生物,爱好:骑行 天文 种植,标签:高冷"
701,"性别:女,年级:博士,专业:体育,爱好:缝纫 编程 绘画 种植,标签:社交普通型 可爱"
702,"性别:女,年级:研一,专业:电气,爱好:跑步 缝纫,标签:社交普通型 可爱"
703,"性别:男,年级:研二,专业:美术,爱好:机械 围棋,标签:温和 吃货"
704,"性别:男,年级:研一,专业:会计,爱好:骑行 音乐 足球 动漫,标签:宅属性 高冷 社恐星人 早睡早起 段子手"
705,"性别:男,年级:博士,专业:体育,爱好:机械 种植,标签:运动达人"
706,"性别:男,年级:大二,专业:体育,爱好:足球 音乐,标签:作息规律"
707,"性别:女,年级:博士,专业:计算机,爱好:编程 种植,标签:高冷 宅属性"
708,"性别:男,年级:研一,专业:生物,爱好:舞蹈 跑步 音乐,标签:社交普通型"
709,"性别:女,年级:研二,专业:医学,爱好:机械 跑步 种植,标签:社交普通型 温和 段子手 作息规律"
710,"性别:男,年级:研三,专业:英语,爱好:编程 舞蹈 跑步 羽毛球 缝纫,标签:宅属性 可爱 作息规律 社交牛逼症 吃货"
711,"性别:女,年级:研一,专业:体育,爱好:绘画 舞蹈 羽毛球,标签:熬夜的神"
712,"性别:男,年级:博士,专业:体育,爱好:足球,标签:作息规律"
713,"性别:女,年级:大四,专业:法学,爱好:机械 种植 跑步,标签:社恐星人"
714,"性别:男,年级:研一,专业:医学,爱好:羽毛球,标签:宅属性 技术大牛 高冷 社恐星人 镇圈大佬"
715,"性别:女,年级:大四,专业:体育,爱好:舞蹈 音乐 跑步 编程 缝纫,标签:段子手 高冷 镇圈大佬"
716,"性别:女,年级:研一,专业:电气,爱好:骑行 跑步 编程 机械,标签:高冷 吃货 宅属性"
717,"性别:女,年级:大三,专业:体育,爱好:剪纸,标签:温和 熬夜的神"
718,"性别:男,年级:研一,专业:土木,爱好:骑行 天文 机械 舞蹈,标签:技术大牛"
719,"性别:男,年级:研一,专业:法学,爱好:足球 骑行 跑步 围棋,标签:高冷 社交牛逼症 作息规律"
720,"性别:男,年级:大一,专业:法学,爱好:绘画 围棋 羽毛球,标签:熬夜的神 社恐星人 可爱"
721,"性别:女,年级:研二,专业:生物,爱好:骑行 机械 音乐,标签:无标签"
722,"性别:女,年级:大二,专业:通信,爱好:舞蹈 编程 围棋 缝纫,标签:温和 熬夜的神 运动达人 技术大牛"
723,"性别:男,年级:研一,专业:新闻,爱好:音乐,标签:镇圈大佬 社恐星人 运动达人"
724,"性别:男,年级:研二,专业:英语,爱好:跑步 围棋 羽毛球,标签:高冷"
725,"性别:男,年级:研一,专业:医学,爱好:舞蹈 跑步,标签:社交普通型 高冷 吃货 宅属性"
726,"性别:男,年级:研三,专业:美术,爱好:动漫 绘画,标签:社交普通型 可爱 早睡早起"
727,"性别:女,年级:研二,专业:体育,爱好:跑步 机械 天文 绘画 骑行,标签:社交普通型 可爱 作息规律"
728,"性别:女,年级:大四,专业:生物,爱好:缝纫 种植,标签:段子手 社交牛逼症 作息规律"
729,"性别:女,年级:大四,专业:会计,爱好:骑行 天文 种植 缝纫,标签:技术大牛 作息规律"
730,"性别:男,年级:大四,专业:电气,爱好:舞蹈 音乐 跑步,标签:段子手 镇圈大佬"
731,"性别:男,年级:博士,专业:生物,爱好:机械 围棋 足球 种植,标签:段子手 高冷 镇圈大佬"
732,"性别:男,年级:研三,专业:体育,爱好:动漫 天文 围棋 舞蹈 足球,标签:宅属性 社交牛逼症 可爱"
733,"性别:男,年级:大二,专业:计算机,爱好:绘画 编程 剪纸 天文,标签:无标签"
734,"性别:男,年级:大四,专业:英语,爱好:动漫 剪纸 缝纫 天文 种植,标签:无标签"
735,"性别:男,年级:研二,专业:会计,爱好:动漫 围棋,标签:宅属性 吃货 早睡早起"
736,"性别:男,年级:大四,专业:通信,爱好:音乐,标签:段子手 熬夜的神"
737,"性别:女,年级:大一,专业:电气,爱好:骑行 机械 音乐 足球,标签:社交牛逼症 作息规律"
738,"性别:男,年级:大四,专业:新闻,爱好:编程 绘画 骑行 剪纸 缝纫,标签:高冷"
739,"性别:女,年级:研一,专业:生物,爱好:足球,标签:无标签"
740,"性别:女,年级:大一,专业:医学,爱好:缝纫 机械,标签:温和 吃货 宅属性"
741,"性别:男,年级:大二,专业:计算机,爱好:绘画 羽毛球,标签:社恐星人 可爱"
742,"性别:男,年级:大一,专业:通信,爱好:足球 围棋,标签:社恐星人 可爱"
743,"性别:女,年级:博士,专业:美术,爱好:动漫 足球,标签:社交普通型 熬夜的神"
744,"性别:女,年级:大四,专业:英语,爱好:机械,标签:宅属性 作息规律 温和 社交牛逼症 吃货"
745,"性别:女,年级:研一,专业:体育,爱好:编程 天文 音乐,标签:宅属性 社恐星人 温和 段子手 镇圈大佬 吃货"
746,"性别:女,年级:大一,专业:计算机,爱好:缝纫 羽毛球 编程 围棋,标签:段子手 可爱"
747,"性别:男,年级:研三,专业:会计,爱好:舞蹈 机械,标签:社交普通型 高冷"
748,"性别:女,年级:大三,专业:电气,爱好:骑行,标签:高冷 早睡早起"
749,"性别:女,年级:大三,专业:体育,爱好:种植 编程 音乐 剪纸,标签:无标签"
750,"性别:男,年级:研一,专业:生物,爱好:羽毛球 围棋 音乐,标签:段子手 温和 熬夜的神 运动达人"
751,"性别:女,年级:研二,专业:体育,爱好:骑行 天文,标签:可爱 社交牛逼症 早睡早起"
752,"性别:男,年级:大三,专业:美术,爱好:绘画 舞蹈 剪纸 围棋,标签:宅属性 吃货 社交牛逼症 可爱"
753,"性别:女,年级:研一,专业:计算机,爱好:音乐 剪纸 羽毛球 编程,标签:无标签"
754,"性别:女,年级:研三,专业:美术,爱好:音乐 种植,标签:高冷 吃货 宅属性"
755,"性别:男,年级:大二,专业:法学,爱好:舞蹈,标签:社恐星人 作息规律"
756,"性别:女,年级:研一,专业:美术,爱好:种植 动漫 绘画,标签:温和 镇圈大佬 吃货 宅属性"
757,"性别:男,年级:大三,专业:法学,爱好:音乐 机械 骑行 足球,标签:温和 社交牛逼症 早睡早起"
758,"性别:女,年级:大三,专业:法学,爱好:动漫 跑步,标签:宅属性 吃货 社交牛逼症 作息规律"
759,"性别:女,年级:大二,专业:医学,爱好:羽毛球 缝纫 舞蹈 剪纸,标签:段子手 技术大牛 社交牛逼症 可爱"
760,"性别:男,年级:博士,专业:新闻,爱好:缝纫 绘画,标签:社交普通型 高冷 技术大牛 早睡早起"
761,"性别:男,年级:大二,专业:计算机,爱好:骑行 种植,标签:温和 宅属性"
762,"性别:女,年级:研三,专业:电气,爱好:种植 剪纸 机械 围棋,标签:社交普通型 技术大牛"
763,"性别:女,年级:大二,专业:生物,爱好:舞蹈 羽毛球 围棋,标签:技术大牛 镇圈大佬 社恐星人 早睡早起"
764,"性别:女,年级:大一,专业:通信,爱好:舞蹈 跑步,标签:熬夜的神 镇圈大佬 运动达人"
765,"性别:男,年级:研二,专业:生物,爱好:缝纫 编程 围棋 剪纸 骑行,标签:高冷 技术大牛 早睡早起"
766,"性别:女,年级:大四,专业:电气,爱好:舞蹈 骑行 跑步 足球 音乐,标签:早睡早起"
767,"性别:男,年级:研一,专业:计算机,爱好:足球 羽毛球,标签:温和 吃货 运动达人"
768,"性别:女,年级:大二,专业:土木,爱好:音乐 缝纫 机械 围棋,标签:社恐星人 作息规律"
769,"性别:女,年级:博士,专业:电气,爱好:动漫 剪纸,标签:宅属性"
